Consumption (kWh), Start, End
0.237000, 2025-02-27T23:00:00+00:00, 2025-02-27T23:30:00+00:00
0.186000, 2025-02-27T23:30:00+00:00, 2025-02-28T00:00:00+00:00
0.129000, 2025-02-28T00:00:00+00:00, 2025-02-28T00:30:00+00:00
0.173000, 2025-02-28T00:30:00+00:00, 2025-02-28T01:00:00+00:00
0.075000, 2025-02-28T01:00:00+00:00, 2025-02-28T01:30:00+00:00
0.175000, 2025-02-28T01:30:00+00:00, 2025-02-28T02:00:00+00:00
0.179000, 2025-02-28T02:00:00+00:00, 2025-02-28T02:30:00+00:00
0.065000, 2025-02-28T02:30:00+00:00, 2025-02-28T03:00:00+00:00
0.180000, 2025-02-28T03:00:00+00:00, 2025-02-28T03:30:00+00:00
0.182000, 2025-02-28T03:30:00+00:00, 2025-02-28T04:00:00+00:00
0.056000, 2025-02-28T04:00:00+00:00, 2025-02-28T04:30:00+00:00
0.209000, 2025-02-28T04:30:00+00:00, 2025-02-28T05:00:00+00:00
0.212000, 2025-02-28T05:00:00+00:00, 2025-02-28T05:30:00+00:00
0.120000, 2025-02-28T05:30:00+00:00, 2025-02-28T06:00:00+00:00
0.208000, 2025-02-28T06:00:00+00:00, 2025-02-28T06:30:00+00:00
0.210000, 2025-02-28T06:30:00+00:00, 2025-02-28T07:00:00+00:00
0.282000, 2025-02-28T07:00:00+00:00, 2025-02-28T07:30:00+00:00
0.296000, 2025-02-28T07:30:00+00:00, 2025-02-28T08:00:00+00:00
0.582000, 2025-02-28T08:00:00+00:00, 2025-02-28T08:30:00+00:00
0.220000, 2025-02-28T08:30:00+00:00, 2025-02-28T09:00:00+00:00
0.134000, 2025-02-28T09:00:00+00:00, 2025-02-28T09:30:00+00:00
0.518000, 2025-02-28T09:30:00+00:00, 2025-02-28T10:00:00+00:00
0.000000, 2025-02-28T10:00:00+00:00, 2025-02-28T10:30:00+00:00
0.070000, 2025-02-28T10:30:00+00:00, 2025-02-28T11:00:00+00:00
0.669000, 2025-02-28T11:00:00+00:00, 2025-02-28T11:30:00+00:00
0.927000, 2025-02-28T11:30:00+00:00, 2025-02-28T12:00:00+00:00
1.141000, 2025-02-28T12:00:00+00:00, 2025-02-28T12:30:00+00:00
1.046000, 2025-02-28T12:30:00+00:00, 2025-02-28T13:00:00+00:00
0.544000, 2025-02-28T13:00:00+00:00, 2025-02-28T13:30:00+00:00
0.988000, 2025-02-28T13:30:00+00:00, 2025-02-28T14:00:00+00:00
0.326000, 2025-02-28T14:00:00+00:00, 2025-02-28T14:30:00+00:00
0.319000, 2025-02-28T14:30:00+00:00, 2025-02-28T15:00:00+00:00
0.290000, 2025-02-28T15:00:00+00:00, 2025-02-28T15:30:00+00:00
0.258000, 2025-02-28T15:30:00+00:00, 2025-02-28T16:00:00+00:00
0.222000, 2025-02-28T16:00:00+00:00, 2025-02-28T16:30:00+00:00
0.252000, 2025-02-28T16:30:00+00:00, 2025-02-28T17:00:00+00:00
0.160000, 2025-02-28T17:00:00+00:00, 2025-02-28T17:30:00+00:00
0.368000, 2025-02-28T17:30:00+00:00, 2025-02-28T18:00:00+00:00
0.397000, 2025-02-28T18:00:00+00:00, 2025-02-28T18:30:00+00:00
0.379000, 2025-02-28T18:30:00+00:00, 2025-02-28T19:00:00+00:00
0.478000, 2025-02-28T19:00:00+00:00, 2025-02-28T19:30:00+00:00
0.603000, 2025-02-28T19:30:00+00:00, 2025-02-28T20:00:00+00:00
0.642000, 2025-02-28T20:00:00+00:00, 2025-02-28T20:30:00+00:00
0.230000, 2025-02-28T20:30:00+00:00, 2025-02-28T21:00:00+00:00
0.131000, 2025-02-28T21:00:00+00:00, 2025-02-28T21:30:00+00:00
0.233000, 2025-02-28T21:30:00+00:00, 2025-02-28T22:00:00+00:00
0.197000, 2025-02-28T22:00:00+00:00, 2025-02-28T22:30:00+00:00
0.214000, 2025-02-28T22:30:00+00:00, 2025-02-28T23:00:00+00:00
0.360000, 2025-02-28T23:00:00+00:00, 2025-02-28T23:30:00+00:00
0.075000, 2025-02-28T23:30:00+00:00, 2025-03-01T00:00:00+00:00
0.185000, 2025-03-01T00:00:00+00:00, 2025-03-01T00:30:00+00:00
0.193000, 2025-03-01T00:30:00+00:00, 2025-03-01T01:00:00+00:00
0.051000, 2025-03-01T01:00:00+00:00, 2025-03-01T01:30:00+00:00
0.187000, 2025-03-01T01:30:00+00:00, 2025-03-01T02:00:00+00:00
0.175000, 2025-03-01T02:00:00+00:00, 2025-03-01T02:30:00+00:00
0.066000, 2025-03-01T02:30:00+00:00, 2025-03-01T03:00:00+00:00
0.172000, 2025-03-01T03:00:00+00:00, 2025-03-01T03:30:00+00:00
0.188000, 2025-03-01T03:30:00+00:00, 2025-03-01T04:00:00+00:00
0.057000, 2025-03-01T04:00:00+00:00, 2025-03-01T04:30:00+00:00
0.182000, 2025-03-01T04:30:00+00:00, 2025-03-01T05:00:00+00:00
0.186000, 2025-03-01T05:00:00+00:00, 2025-03-01T05:30:00+00:00
0.056000, 2025-03-01T05:30:00+00:00, 2025-03-01T06:00:00+00:00
0.188000, 2025-03-01T06:00:00+00:00, 2025-03-01T06:30:00+00:00
0.213000, 2025-03-01T06:30:00+00:00, 2025-03-01T07:00:00+00:00
0.114000, 2025-03-01T07:00:00+00:00, 2025-03-01T07:30:00+00:00
0.160000, 2025-03-01T07:30:00+00:00, 2025-03-01T08:00:00+00:00
0.145000, 2025-03-01T08:00:00+00:00, 2025-03-01T08:30:00+00:00
0.538000, 2025-03-01T08:30:00+00:00, 2025-03-01T09:00:00+00:00
0.025000, 2025-03-01T09:00:00+00:00, 2025-03-01T09:30:00+00:00
0.313000, 2025-03-01T09:30:00+00:00, 2025-03-01T10:00:00+00:00
0.658000, 2025-03-01T10:00:00+00:00, 2025-03-01T10:30:00+00:00
0.210000, 2025-03-01T10:30:00+00:00, 2025-03-01T11:00:00+00:00
0.674000, 2025-03-01T11:00:00+00:00, 2025-03-01T11:30:00+00:00
0.193000, 2025-03-01T11:30:00+00:00, 2025-03-01T12:00:00+00:00
0.001000, 2025-03-01T12:00:00+00:00, 2025-03-01T12:30:00+00:00
0.002000, 2025-03-01T12:30:00+00:00, 2025-03-01T13:00:00+00:00
0.010000, 2025-03-01T13:00:00+00:00, 2025-03-01T13:30:00+00:00
0.006000, 2025-03-01T13:30:00+00:00, 2025-03-01T14:00:00+00:00
0.121000, 2025-03-01T14:00:00+00:00, 2025-03-01T14:30:00+00:00
0.032000, 2025-03-01T14:30:00+00:00, 2025-03-01T15:00:00+00:00
0.111000, 2025-03-01T15:00:00+00:00, 2025-03-01T15:30:00+00:00
0.162000, 2025-03-01T15:30:00+00:00, 2025-03-01T16:00:00+00:00
0.057000, 2025-03-01T16:00:00+00:00, 2025-03-01T16:30:00+00:00
0.226000, 2025-03-01T16:30:00+00:00, 2025-03-01T17:00:00+00:00
0.265000, 2025-03-01T17:00:00+00:00, 2025-03-01T17:30:00+00:00
0.208000, 2025-03-01T17:30:00+00:00, 2025-03-01T18:00:00+00:00
0.724000, 2025-03-01T18:00:00+00:00, 2025-03-01T18:30:00+00:00
0.617000, 2025-03-01T18:30:00+00:00, 2025-03-01T19:00:00+00:00
0.375000, 2025-03-01T19:00:00+00:00, 2025-03-01T19:30:00+00:00
0.343000, 2025-03-01T19:30:00+00:00, 2025-03-01T20:00:00+00:00
0.256000, 2025-03-01T20:00:00+00:00, 2025-03-01T20:30:00+00:00
0.354000, 2025-03-01T20:30:00+00:00, 2025-03-01T21:00:00+00:00
0.300000, 2025-03-01T21:00:00+00:00, 2025-03-01T21:30:00+00:00
0.284000, 2025-03-01T21:30:00+00:00, 2025-03-01T22:00:00+00:00
0.365000, 2025-03-01T22:00:00+00:00, 2025-03-01T22:30:00+00:00
0.220000, 2025-03-01T22:30:00+00:00, 2025-03-01T23:00:00+00:00
0.309000, 2025-03-01T23:00:00+00:00, 2025-03-01T23:30:00+00:00
0.300000, 2025-03-01T23:30:00+00:00, 2025-03-02T00:00:00+00:00
0.061000, 2025-03-02T00:00:00+00:00, 2025-03-02T00:30:00+00:00
0.186000, 2025-03-02T00:30:00+00:00, 2025-03-02T01:00:00+00:00
0.090000, 2025-03-02T01:00:00+00:00, 2025-03-02T01:30:00+00:00
0.147000, 2025-03-02T01:30:00+00:00, 2025-03-02T02:00:00+00:00
0.186000, 2025-03-02T02:00:00+00:00, 2025-03-02T02:30:00+00:00
0.053000, 2025-03-02T02:30:00+00:00, 2025-03-02T03:00:00+00:00
0.183000, 2025-03-02T03:00:00+00:00, 2025-03-02T03:30:00+00:00
0.227000, 2025-03-02T03:30:00+00:00, 2025-03-02T04:00:00+00:00
0.150000, 2025-03-02T04:00:00+00:00, 2025-03-02T04:30:00+00:00
0.280000, 2025-03-02T04:30:00+00:00, 2025-03-02T05:00:00+00:00
0.276000, 2025-03-02T05:00:00+00:00, 2025-03-02T05:30:00+00:00
0.090000, 2025-03-02T05:30:00+00:00, 2025-03-02T06:00:00+00:00
0.171000, 2025-03-02T06:00:00+00:00, 2025-03-02T06:30:00+00:00
0.223000, 2025-03-02T06:30:00+00:00, 2025-03-02T07:00:00+00:00
0.068000, 2025-03-02T07:00:00+00:00, 2025-03-02T07:30:00+00:00
0.156000, 2025-03-02T07:30:00+00:00, 2025-03-02T08:00:00+00:00
0.074000, 2025-03-02T08:00:00+00:00, 2025-03-02T08:30:00+00:00
0.070000, 2025-03-02T08:30:00+00:00, 2025-03-02T09:00:00+00:00
0.091000, 2025-03-02T09:00:00+00:00, 2025-03-02T09:30:00+00:00
0.199000, 2025-03-02T09:30:00+00:00, 2025-03-02T10:00:00+00:00
0.000000, 2025-03-02T10:00:00+00:00, 2025-03-02T10:30:00+00:00
0.718000, 2025-03-02T10:30:00+00:00, 2025-03-02T11:00:00+00:00
0.883000, 2025-03-02T11:00:00+00:00, 2025-03-02T11:30:00+00:00
0.653000, 2025-03-02T11:30:00+00:00, 2025-03-02T12:00:00+00:00
0.823000, 2025-03-02T12:00:00+00:00, 2025-03-02T12:30:00+00:00
0.811000, 2025-03-02T12:30:00+00:00, 2025-03-02T13:00:00+00:00
0.601000, 2025-03-02T13:00:00+00:00, 2025-03-02T13:30:00+00:00
0.634000, 2025-03-02T13:30:00+00:00, 2025-03-02T14:00:00+00:00
0.343000, 2025-03-02T14:00:00+00:00, 2025-03-02T14:30:00+00:00
0.197000, 2025-03-02T14:30:00+00:00, 2025-03-02T15:00:00+00:00
0.124000, 2025-03-02T15:00:00+00:00, 2025-03-02T15:30:00+00:00
0.250000, 2025-03-02T15:30:00+00:00, 2025-03-02T16:00:00+00:00
0.160000, 2025-03-02T16:00:00+00:00, 2025-03-02T16:30:00+00:00
0.340000, 2025-03-02T16:30:00+00:00, 2025-03-02T17:00:00+00:00
0.202000, 2025-03-02T17:00:00+00:00, 2025-03-02T17:30:00+00:00
0.367000, 2025-03-02T17:30:00+00:00, 2025-03-02T18:00:00+00:00
1.114000, 2025-03-02T18:00:00+00:00, 2025-03-02T18:30:00+00:00
0.924000, 2025-03-02T18:30:00+00:00, 2025-03-02T19:00:00+00:00
0.613000, 2025-03-02T19:00:00+00:00, 2025-03-02T19:30:00+00:00
0.426000, 2025-03-02T19:30:00+00:00, 2025-03-02T20:00:00+00:00
0.335000, 2025-03-02T20:00:00+00:00, 2025-03-02T20:30:00+00:00
0.743000, 2025-03-02T20:30:00+00:00, 2025-03-02T21:00:00+00:00
0.233000, 2025-03-02T21:00:00+00:00, 2025-03-02T21:30:00+00:00
0.235000, 2025-03-02T21:30:00+00:00, 2025-03-02T22:00:00+00:00
0.296000, 2025-03-02T22:00:00+00:00, 2025-03-02T22:30:00+00:00
0.181000, 2025-03-02T22:30:00+00:00, 2025-03-02T23:00:00+00:00
0.237000, 2025-03-02T23:00:00+00:00, 2025-03-02T23:30:00+00:00
0.183000, 2025-03-02T23:30:00+00:00, 2025-03-03T00:00:00+00:00
0.074000, 2025-03-03T00:00:00+00:00, 2025-03-03T00:30:00+00:00
0.171000, 2025-03-03T00:30:00+00:00, 2025-03-03T01:00:00+00:00
0.191000, 2025-03-03T01:00:00+00:00, 2025-03-03T01:30:00+00:00
0.056000, 2025-03-03T01:30:00+00:00, 2025-03-03T02:00:00+00:00
0.240000, 2025-03-03T02:00:00+00:00, 2025-03-03T02:30:00+00:00
0.181000, 2025-03-03T02:30:00+00:00, 2025-03-03T03:00:00+00:00
0.072000, 2025-03-03T03:00:00+00:00, 2025-03-03T03:30:00+00:00
0.176000, 2025-03-03T03:30:00+00:00, 2025-03-03T04:00:00+00:00
0.182000, 2025-03-03T04:00:00+00:00, 2025-03-03T04:30:00+00:00
0.066000, 2025-03-03T04:30:00+00:00, 2025-03-03T05:00:00+00:00
0.214000, 2025-03-03T05:00:00+00:00, 2025-03-03T05:30:00+00:00
0.217000, 2025-03-03T05:30:00+00:00, 2025-03-03T06:00:00+00:00
0.088000, 2025-03-03T06:00:00+00:00, 2025-03-03T06:30:00+00:00
0.187000, 2025-03-03T06:30:00+00:00, 2025-03-03T07:00:00+00:00
0.377000, 2025-03-03T07:00:00+00:00, 2025-03-03T07:30:00+00:00
0.324000, 2025-03-03T07:30:00+00:00, 2025-03-03T08:00:00+00:00
0.402000, 2025-03-03T08:00:00+00:00, 2025-03-03T08:30:00+00:00
0.130000, 2025-03-03T08:30:00+00:00, 2025-03-03T09:00:00+00:00
0.689000, 2025-03-03T09:00:00+00:00, 2025-03-03T09:30:00+00:00
1.333000, 2025-03-03T09:30:00+00:00, 2025-03-03T10:00:00+00:00
1.524000, 2025-03-03T10:00:00+00:00, 2025-03-03T10:30:00+00:00
1.305000, 2025-03-03T10:30:00+00:00, 2025-03-03T11:00:00+00:00
0.688000, 2025-03-03T11:00:00+00:00, 2025-03-03T11:30:00+00:00
0.283000, 2025-03-03T11:30:00+00:00, 2025-03-03T12:00:00+00:00
0.063000, 2025-03-03T12:00:00+00:00, 2025-03-03T12:30:00+00:00
0.154000, 2025-03-03T12:30:00+00:00, 2025-03-03T13:00:00+00:00
0.032000, 2025-03-03T13:00:00+00:00, 2025-03-03T13:30:00+00:00
0.253000, 2025-03-03T13:30:00+00:00, 2025-03-03T14:00:00+00:00
0.224000, 2025-03-03T14:00:00+00:00, 2025-03-03T14:30:00+00:00
0.033000, 2025-03-03T14:30:00+00:00, 2025-03-03T15:00:00+00:00
0.144000, 2025-03-03T15:00:00+00:00, 2025-03-03T15:30:00+00:00
0.137000, 2025-03-03T15:30:00+00:00, 2025-03-03T16:00:00+00:00
0.203000, 2025-03-03T16:00:00+00:00, 2025-03-03T16:30:00+00:00
0.294000, 2025-03-03T16:30:00+00:00, 2025-03-03T17:00:00+00:00
0.291000, 2025-03-03T17:00:00+00:00, 2025-03-03T17:30:00+00:00
0.261000, 2025-03-03T17:30:00+00:00, 2025-03-03T18:00:00+00:00
0.822000, 2025-03-03T18:00:00+00:00, 2025-03-03T18:30:00+00:00
0.959000, 2025-03-03T18:30:00+00:00, 2025-03-03T19:00:00+00:00
0.676000, 2025-03-03T19:00:00+00:00, 2025-03-03T19:30:00+00:00
0.668000, 2025-03-03T19:30:00+00:00, 2025-03-03T20:00:00+00:00
0.229000, 2025-03-03T20:00:00+00:00, 2025-03-03T20:30:00+00:00
0.380000, 2025-03-03T20:30:00+00:00, 2025-03-03T21:00:00+00:00
0.195000, 2025-03-03T21:00:00+00:00, 2025-03-03T21:30:00+00:00
0.319000, 2025-03-03T21:30:00+00:00, 2025-03-03T22:00:00+00:00
0.339000, 2025-03-03T22:00:00+00:00, 2025-03-03T22:30:00+00:00
0.264000, 2025-03-03T22:30:00+00:00, 2025-03-03T23:00:00+00:00
0.184000, 2025-03-03T23:00:00+00:00, 2025-03-03T23:30:00+00:00
0.064000, 2025-03-03T23:30:00+00:00, 2025-03-04T00:00:00+00:00
0.193000, 2025-03-04T00:00:00+00:00, 2025-03-04T00:30:00+00:00
0.168000, 2025-03-04T00:30:00+00:00, 2025-03-04T01:00:00+00:00
0.074000, 2025-03-04T01:00:00+00:00, 2025-03-04T01:30:00+00:00
0.167000, 2025-03-04T01:30:00+00:00, 2025-03-04T02:00:00+00:00
0.107000, 2025-03-04T02:00:00+00:00, 2025-03-04T02:30:00+00:00
0.133000, 2025-03-04T02:30:00+00:00, 2025-03-04T03:00:00+00:00
0.180000, 2025-03-04T03:00:00+00:00, 2025-03-04T03:30:00+00:00
0.057000, 2025-03-04T03:30:00+00:00, 2025-03-04T04:00:00+00:00
0.179000, 2025-03-04T04:00:00+00:00, 2025-03-04T04:30:00+00:00
0.189000, 2025-03-04T04:30:00+00:00, 2025-03-04T05:00:00+00:00
0.149000, 2025-03-04T05:00:00+00:00, 2025-03-04T05:30:00+00:00
0.230000, 2025-03-04T05:30:00+00:00, 2025-03-04T06:00:00+00:00
0.197000, 2025-03-04T06:00:00+00:00, 2025-03-04T06:30:00+00:00
0.073000, 2025-03-04T06:30:00+00:00, 2025-03-04T07:00:00+00:00
0.335000, 2025-03-04T07:00:00+00:00, 2025-03-04T07:30:00+00:00
0.165000, 2025-03-04T07:30:00+00:00, 2025-03-04T08:00:00+00:00
0.473000, 2025-03-04T08:00:00+00:00, 2025-03-04T08:30:00+00:00
0.276000, 2025-03-04T08:30:00+00:00, 2025-03-04T09:00:00+00:00
0.112000, 2025-03-04T09:00:00+00:00, 2025-03-04T09:30:00+00:00
0.409000, 2025-03-04T09:30:00+00:00, 2025-03-04T10:00:00+00:00
0.152000, 2025-03-04T10:00:00+00:00, 2025-03-04T10:30:00+00:00
0.389000, 2025-03-04T10:30:00+00:00, 2025-03-04T11:00:00+00:00
0.658000, 2025-03-04T11:00:00+00:00, 2025-03-04T11:30:00+00:00
0.329000, 2025-03-04T11:30:00+00:00, 2025-03-04T12:00:00+00:00
0.093000, 2025-03-04T12:00:00+00:00, 2025-03-04T12:30:00+00:00
0.575000, 2025-03-04T12:30:00+00:00, 2025-03-04T13:00:00+00:00
0.883000, 2025-03-04T13:00:00+00:00, 2025-03-04T13:30:00+00:00
0.471000, 2025-03-04T13:30:00+00:00, 2025-03-04T14:00:00+00:00
0.395000, 2025-03-04T14:00:00+00:00, 2025-03-04T14:30:00+00:00
0.137000, 2025-03-04T14:30:00+00:00, 2025-03-04T15:00:00+00:00
0.069000, 2025-03-04T15:00:00+00:00, 2025-03-04T15:30:00+00:00
0.260000, 2025-03-04T15:30:00+00:00, 2025-03-04T16:00:00+00:00
0.161000, 2025-03-04T16:00:00+00:00, 2025-03-04T16:30:00+00:00
0.193000, 2025-03-04T16:30:00+00:00, 2025-03-04T17:00:00+00:00
0.183000, 2025-03-04T17:00:00+00:00, 2025-03-04T17:30:00+00:00
0.130000, 2025-03-04T17:30:00+00:00, 2025-03-04T18:00:00+00:00
0.582000, 2025-03-04T18:00:00+00:00, 2025-03-04T18:30:00+00:00
0.853000, 2025-03-04T18:30:00+00:00, 2025-03-04T19:00:00+00:00
0.369000, 2025-03-04T19:00:00+00:00, 2025-03-04T19:30:00+00:00
0.519000, 2025-03-04T19:30:00+00:00, 2025-03-04T20:00:00+00:00
0.300000, 2025-03-04T20:00:00+00:00, 2025-03-04T20:30:00+00:00
0.387000, 2025-03-04T20:30:00+00:00, 2025-03-04T21:00:00+00:00
0.207000, 2025-03-04T21:00:00+00:00, 2025-03-04T21:30:00+00:00
0.280000, 2025-03-04T21:30:00+00:00, 2025-03-04T22:00:00+00:00
0.378000, 2025-03-04T22:00:00+00:00, 2025-03-04T22:30:00+00:00
0.077000, 2025-03-04T22:30:00+00:00, 2025-03-04T23:00:00+00:00
0.195000, 2025-03-04T23:00:00+00:00, 2025-03-04T23:30:00+00:00
0.114000, 2025-03-04T23:30:00+00:00, 2025-03-05T00:00:00+00:00
0.126000, 2025-03-05T00:00:00+00:00, 2025-03-05T00:30:00+00:00
0.181000, 2025-03-05T00:30:00+00:00, 2025-03-05T01:00:00+00:00
0.054000, 2025-03-05T01:00:00+00:00, 2025-03-05T01:30:00+00:00
0.189000, 2025-03-05T01:30:00+00:00, 2025-03-05T02:00:00+00:00
0.165000, 2025-03-05T02:00:00+00:00, 2025-03-05T02:30:00+00:00
0.069000, 2025-03-05T02:30:00+00:00, 2025-03-05T03:00:00+00:00
0.170000, 2025-03-05T03:00:00+00:00, 2025-03-05T03:30:00+00:00
0.170000, 2025-03-05T03:30:00+00:00, 2025-03-05T04:00:00+00:00
0.072000, 2025-03-05T04:00:00+00:00, 2025-03-05T04:30:00+00:00
0.186000, 2025-03-05T04:30:00+00:00, 2025-03-05T05:00:00+00:00
0.145000, 2025-03-05T05:00:00+00:00, 2025-03-05T05:30:00+00:00
0.167000, 2025-03-05T05:30:00+00:00, 2025-03-05T06:00:00+00:00
0.207000, 2025-03-05T06:00:00+00:00, 2025-03-05T06:30:00+00:00
0.078000, 2025-03-05T06:30:00+00:00, 2025-03-05T07:00:00+00:00
0.333000, 2025-03-05T07:00:00+00:00, 2025-03-05T07:30:00+00:00
0.365000, 2025-03-05T07:30:00+00:00, 2025-03-05T08:00:00+00:00
0.018000, 2025-03-05T08:00:00+00:00, 2025-03-05T08:30:00+00:00
0.075000, 2025-03-05T08:30:00+00:00, 2025-03-05T09:00:00+00:00
0.049000, 2025-03-05T09:00:00+00:00, 2025-03-05T09:30:00+00:00
0.001000, 2025-03-05T09:30:00+00:00, 2025-03-05T10:00:00+00:00
0.244000, 2025-03-05T10:00:00+00:00, 2025-03-05T10:30:00+00:00
0.092000, 2025-03-05T10:30:00+00:00, 2025-03-05T11:00:00+00:00
0.386000, 2025-03-05T11:00:00+00:00, 2025-03-05T11:30:00+00:00
0.225000, 2025-03-05T11:30:00+00:00, 2025-03-05T12:00:00+00:00
0.001000, 2025-03-05T12:00:00+00:00, 2025-03-05T12:30:00+00:00
0.041000, 2025-03-05T12:30:00+00:00, 2025-03-05T13:00:00+00:00
0.049000, 2025-03-05T13:00:00+00:00, 2025-03-05T13:30:00+00:00
0.013000, 2025-03-05T13:30:00+00:00, 2025-03-05T14:00:00+00:00
0.033000, 2025-03-05T14:00:00+00:00, 2025-03-05T14:30:00+00:00
0.034000, 2025-03-05T14:30:00+00:00, 2025-03-05T15:00:00+00:00
0.098000, 2025-03-05T15:00:00+00:00, 2025-03-05T15:30:00+00:00
0.110000, 2025-03-05T15:30:00+00:00, 2025-03-05T16:00:00+00:00
0.086000, 2025-03-05T16:00:00+00:00, 2025-03-05T16:30:00+00:00
0.298000, 2025-03-05T16:30:00+00:00, 2025-03-05T17:00:00+00:00
1.061000, 2025-03-05T17:00:00+00:00, 2025-03-05T17:30:00+00:00
1.745000, 2025-03-05T17:30:00+00:00, 2025-03-05T18:00:00+00:00
1.792000, 2025-03-05T18:00:00+00:00, 2025-03-05T18:30:00+00:00
1.376000, 2025-03-05T18:30:00+00:00, 2025-03-05T19:00:00+00:00
1.440000, 2025-03-05T19:00:00+00:00, 2025-03-05T19:30:00+00:00
1.107000, 2025-03-05T19:30:00+00:00, 2025-03-05T20:00:00+00:00
0.559000, 2025-03-05T20:00:00+00:00, 2025-03-05T20:30:00+00:00
0.619000, 2025-03-05T20:30:00+00:00, 2025-03-05T21:00:00+00:00
0.316000, 2025-03-05T21:00:00+00:00, 2025-03-05T21:30:00+00:00
0.461000, 2025-03-05T21:30:00+00:00, 2025-03-05T22:00:00+00:00
0.292000, 2025-03-05T22:00:00+00:00, 2025-03-05T22:30:00+00:00
0.392000, 2025-03-05T22:30:00+00:00, 2025-03-05T23:00:00+00:00
0.079000, 2025-03-05T23:00:00+00:00, 2025-03-05T23:30:00+00:00
0.179000, 2025-03-05T23:30:00+00:00, 2025-03-06T00:00:00+00:00
0.172000, 2025-03-06T00:00:00+00:00, 2025-03-06T00:30:00+00:00
0.072000, 2025-03-06T00:30:00+00:00, 2025-03-06T01:00:00+00:00
0.173000, 2025-03-06T01:00:00+00:00, 2025-03-06T01:30:00+00:00
0.103000, 2025-03-06T01:30:00+00:00, 2025-03-06T02:00:00+00:00
0.135000, 2025-03-06T02:00:00+00:00, 2025-03-06T02:30:00+00:00
0.184000, 2025-03-06T02:30:00+00:00, 2025-03-06T03:00:00+00:00
0.059000, 2025-03-06T03:00:00+00:00, 2025-03-06T03:30:00+00:00
0.181000, 2025-03-06T03:30:00+00:00, 2025-03-06T04:00:00+00:00
0.176000, 2025-03-06T04:00:00+00:00, 2025-03-06T04:30:00+00:00
0.062000, 2025-03-06T04:30:00+00:00, 2025-03-06T05:00:00+00:00
0.185000, 2025-03-06T05:00:00+00:00, 2025-03-06T05:30:00+00:00
0.160000, 2025-03-06T05:30:00+00:00, 2025-03-06T06:00:00+00:00
0.155000, 2025-03-06T06:00:00+00:00, 2025-03-06T06:30:00+00:00
0.352000, 2025-03-06T06:30:00+00:00, 2025-03-06T07:00:00+00:00
0.099000, 2025-03-06T07:00:00+00:00, 2025-03-06T07:30:00+00:00
0.181000, 2025-03-06T07:30:00+00:00, 2025-03-06T08:00:00+00:00
0.114000, 2025-03-06T08:00:00+00:00, 2025-03-06T08:30:00+00:00
0.138000, 2025-03-06T08:30:00+00:00, 2025-03-06T09:00:00+00:00
0.049000, 2025-03-06T09:00:00+00:00, 2025-03-06T09:30:00+00:00
0.968000, 2025-03-06T09:30:00+00:00, 2025-03-06T10:00:00+00:00
0.981000, 2025-03-06T10:00:00+00:00, 2025-03-06T10:30:00+00:00
1.080000, 2025-03-06T10:30:00+00:00, 2025-03-06T11:00:00+00:00
0.950000, 2025-03-06T11:00:00+00:00, 2025-03-06T11:30:00+00:00
1.411000, 2025-03-06T11:30:00+00:00, 2025-03-06T12:00:00+00:00
0.765000, 2025-03-06T12:00:00+00:00, 2025-03-06T12:30:00+00:00
0.313000, 2025-03-06T12:30:00+00:00, 2025-03-06T13:00:00+00:00
0.247000, 2025-03-06T13:00:00+00:00, 2025-03-06T13:30:00+00:00
0.076000, 2025-03-06T13:30:00+00:00, 2025-03-06T14:00:00+00:00
0.035000, 2025-03-06T14:00:00+00:00, 2025-03-06T14:30:00+00:00
0.413000, 2025-03-06T14:30:00+00:00, 2025-03-06T15:00:00+00:00
0.296000, 2025-03-06T15:00:00+00:00, 2025-03-06T15:30:00+00:00
0.293000, 2025-03-06T15:30:00+00:00, 2025-03-06T16:00:00+00:00
0.624000, 2025-03-06T16:00:00+00:00, 2025-03-06T16:30:00+00:00
0.462000, 2025-03-06T16:30:00+00:00, 2025-03-06T17:00:00+00:00
0.730000, 2025-03-06T17:00:00+00:00, 2025-03-06T17:30:00+00:00
0.348000, 2025-03-06T17:30:00+00:00, 2025-03-06T18:00:00+00:00
0.645000, 2025-03-06T18:00:00+00:00, 2025-03-06T18:30:00+00:00
0.977000, 2025-03-06T18:30:00+00:00, 2025-03-06T19:00:00+00:00
0.482000, 2025-03-06T19:00:00+00:00, 2025-03-06T19:30:00+00:00
0.391000, 2025-03-06T19:30:00+00:00, 2025-03-06T20:00:00+00:00
0.445000, 2025-03-06T20:00:00+00:00, 2025-03-06T20:30:00+00:00
0.680000, 2025-03-06T20:30:00+00:00, 2025-03-06T21:00:00+00:00
0.462000, 2025-03-06T21:00:00+00:00, 2025-03-06T21:30:00+00:00
0.219000, 2025-03-06T21:30:00+00:00, 2025-03-06T22:00:00+00:00
0.311000, 2025-03-06T22:00:00+00:00, 2025-03-06T22:30:00+00:00
0.192000, 2025-03-06T22:30:00+00:00, 2025-03-06T23:00:00+00:00
0.248000, 2025-03-06T23:00:00+00:00, 2025-03-06T23:30:00+00:00
0.087000, 2025-03-06T23:30:00+00:00, 2025-03-07T00:00:00+00:00
0.193000, 2025-03-07T00:00:00+00:00, 2025-03-07T00:30:00+00:00
0.075000, 2025-03-07T00:30:00+00:00, 2025-03-07T01:00:00+00:00
0.181000, 2025-03-07T01:00:00+00:00, 2025-03-07T01:30:00+00:00
